airportName,country,airportCode
Tyumen,Russia,TJM
Akron,United States,CAK
Huntsville,United States,HSV
PARKERSBURG,United States,PKB
MONTGOMERY,United States,MGM
BRISTOL,United States,TRI
PADUCAH,United States,PAH
Djibouti,Djibouti,JIB
Haikou,China,HAK
Mafia Island,Tanzania,MFA
Page,United States,PGA
Utila,Honduras,UII
Kalispell,United States,FCA
Saginaw,United States,MBS
Binghamton,United States,BGM
Baghdad,Iraq,BGW
Nan,Thailand,NNT
Roi Et,Thailand,ROI
Buri Ram,Thailand,BFV
Trat,Thailand,TDX
Blythe,United States,BLH
Al Asad,Iraq,IQA
Al Taqaddum,Iraq,TQD
Al Bakr,Iraq,XQC
Angeles City,Philippines,CRK
Sandakan,Malaysia,SDK
Luang Namtha,Laos,LXG
Muang Xay,Laos,ODY
Shenyang,China,SHE
Dongying,China,DOY
Geralds,Montserrat,MNI
Petersburg,United States,PSG
Luoyang,China,LYA
Xuzhou,China,XUZ
Magwe,Burma,MWQ
Khamti,Burma,KHM
Dalat,Vietnam,DLI
Dong Hoi,Vietnam,VDH
Rach Gia,Vietnam,VKG
Ca Mau,Vietnam,CAH
Chu Lai,Vietnam,VCL
Tuy Hoa,Vietnam,TBB
Pai,Thailand,PYY
Brac,Croatia,BWK
Yaounde,Cameroon,NSI
Conakry,Guinea,CKY
Aachen,Germany,AAH
Karlsruhe/Baden-Baden,Germany,FKB
Sanford,United States,SFB
Johnstown,United States,JST
Lukla,Nepal,LUA
Bhojpur,Nepal,BHP
Lamidanda,Nepal,LDN
Jomsom,Nepal,JMO
Manang,Nepal,NGX
Phaplu,Nepal,PPL
Rumjatar,Nepal,RUM
Dang,Nepal,DNP
Rukumkot,Nepal,RUK
Jumla,Nepal,JUM
Taplejung,Nepal,TPJ
Tumling Tar,Nepal,TMI
Surkhet,Nepal,SKH
Simikot,Nepal,IMK
Dolpa,Nepal,DOP
Bajhang,Nepal,BJH
Dhangarhi,Nepal,DHI
Muan,South Korea,MWX
Astypalaia,Greece,JTY
Ikaria,Greece,JIK
Kalymnos,Greece,JKL
Milos,Greece,MLO
Cyclades Islands,Greece,JNX
Paros,Greece,PAS
Kastelorizo,Greece,KZS
Marsa Alam,Egypt,RMF
Weeze,Germany,NRN
Busuanga,Philippines,USU
Butuan,Philippines,BXU
Dipolog,Philippines,DPL
Laoag,Philippines,LAO
Legazpi,Philippines,LGP
Ozamis,Philippines,OZC
Cebu,Philippines,CEB
Norden,Germany,NOD
Juist,Germany,JUI
Porto Seguro,Brazil,BPS
Iguatu,Brazil,QIG
Palmas,Brazil,PMW
Caldas Novas,Brazil,CLV
Missoula,United States,MSO
Blackall,Australia,BKQ
Bundaberg,Australia,BDB
Grand Canyon,United States,GCN
Sugar Land,United States,SGR
Hayman Island,Australia,\N
Denver,United States,APA
Clovis,United States,CVN
Fort Stockton,United States,FST
Las Vegas,United States,LVS
Houston,United States,IWS
La Junta,United States,\N
Las Cruces,United States,LRU
Breckenridge,United States,BKD
Temple,United States,TPL
Ozona,United States,OZA
Kaadedhdhoo,Maldives,KDM
Aklavik,Canada,LAK
Deline,Canada,YWJ
Tulita,Canada,ZFN
Fort Good Hope,Canada,YGH
Tanna,Vanuatu,TAH
Paulatuk,Canada,YPC
Santa Cruz,Bolivia,SRZ
Saba,Netherlands Antilles,SAB
Vail,United States,EGE
Stokmarknes,Norway,SKN
Richmond Heights,United States,CGF
Mansfield,United States,MFD
Columbus,United States,CSG
Lawton,United States,LAW
Fort Collins,United States,FNL
Flagstaff,United States,FLG
South Lake Tahoe,United States,TVL
Twin Falls,United States,TWF
Vineyard Haven MA,United States,MVY
Concord NH,United States,CON
Groton CT,United States,GON
Saint Cloud,United States,STC
Bagan,Burma,BPE
Columbus Mississippi,United States,GTR
Nizhniy Novgorod,Russia,GOJ
Hoquiam,United States,HQM
Erie,United States,ERI
Barnstable,United States,HYA
San Pedro,Belize,SPR
Sedona,United States,SDX
Morgantown,United States,MGW
Charleston,United States,CRW
Scranton,United States,AVP
Bemidji,United States,BJI
Biloela,Australia,THG
Apia,Samoa,FGI
Ballina Byron Bay,Australia,BNK
Fargo,United States,FAR
Kansas City,United States,MKC
Ratanakiri,Cambodia,RBE
Gillette,United States,GCC
Tomsk,Russia,TOF
Santa Ana,United States,NZJ
Phetchabun,Thailand,PHY
Chumphon,Thailand,CJM
Jiuzhaigou,China,JZH
Shantou,China,SWA
Enghien-moisselles,France,\N
Georgetown,Guyana,GEO
Ciudad del Este,Paraguay,AGT
Georgetown,Guyana,OGL
Kaieteur,Guyana,KAI
Dunhuang,China,DNH
Ancona,Italy,AOI
Copiapo,Chile,\N
Taba,Egypt,TCP
Little Cayman,Cayman Islands,LYB
Bodrum,Turkey,BJV
Tabarka,Tunisia,TBJ
Istanbul,Turkey,SAW
State College Pennsylvania,United States,SCE
Broome,Australia,BME
Newcastle,Australia,NTL
Bakki,Iceland,\N
Klagenfurt,Austria,KLU
Hammerfest,Norway,HFT
Honningsvag,Norway,HVG
Mehamn,Norway,MEH
Vadsø,Norway,VDS
Tehran,Iran,IKA
Mashhad,Iran,MHD
Ust Ilimsk,Russia,UIK
Meridian,United States,MEI
Springfield,United States,SPI
Cortez,United States,CEZ
Hayden,United States,HDN
Gallup,United States,GUP
Liberal,United States,LBL
Lamar,United States,LAA
Goodland,United States,GLD
Cody,United States,COD
Orsta-Volda,Norway,HOV
ST MARY\'S,United Kingdom,ISC
Springfield,United States,SGF
Narvik,Norway,NVK
Berlevag,Norway,BVG
Oslo,Norway,FBU
Norilsk,Russia,NSK
Anapa,Russia,AAQ
Joplin,United States,JLN
Allentown,United States,ABE
Bentonville,United States,XNA
Atyrau,Kazakhstan,GUW
Kzyl-Orda,Kazakhstan,KZO
South Bend,United States,SBN
Moscow,Russia,BKA
Arkhangelsk,Russia,ARH
Saratov,Russia,RTW
Novy Urengoy,Russia,NUX
Noyabrsk,Russia,NOJ
Aktau,Kazakhstan,SCO
Ukhta,Russia,UCT
Usinsk,Russia,USK
Pechora,Russia,PEX
Naryan-Mar,Russia,NNM
Pskov,Russia,PKV
Kogalym,Russia,KGP
Krasnoyarsk,Russia,KJA
Karaganda,Kazakhstan,KGF
Novosibirsk,Russia,\N
Uraj,Russia,URJ
Ivanovo,Russia,IWA
Changchun,China,CGQ
Niigata,Japan,KIJ
Johnston Island,Johnston Atoll,JON
Fort Wayne IN,United States,SMD
Arcata CA,United States,ACV
Jacksonville NC,United States,OAJ
Tuscaloosa AL,United States,TCL
Dubuque IA,United States,DBQ
Hong Kong,Hong Kong,HHP
Atoifi,Solomon Islands,ATD
Auki,Solomon Islands,AKS
Ballalae,Solomon Islands,BAS
Fera Island,Solomon Islands,FRE
Mbambanakira,Solomon Islands,MBU
Kirakira,Solomon Islands,IRA
Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ
Munda,Solomon Islands,MUA
Gizo,Solomon Islands,GZO
Stirling Island,Solomon Islands,MNY
Rennell Island,Solomon Islands,RNL
Marau,Solomon Islands,RUS
Suavanao,Solomon Islands,VAO
Kagau Island,Solomon Islands,KGE
Ramata,Solomon Islands,RBV
Buka Island,Papua New Guinea,BUA
Kundiawa,Papua New Guinea,CMU
Daru,Papua New Guinea,DAU
Gurney,Papua New Guinea,GUR
Girua,Papua New Guinea,PNP
Hoskins,Papua New Guinea,HKN
Kiunga,Papua New Guinea,UNG
Kikori,Papua New Guinea,KRI
Kerema,Papua New Guinea,KMA
Kavieng,Papua New Guinea,KVG
Mendi,Papua New Guinea,MDU
Momote,Papua New Guinea,MAS
Moro,Papua New Guinea,MXH
Misima Island,Papua New Guinea,MIS
Tari,Papua New Guinea,TIZ
Tabubil,Papua New Guinea,TBG
Tokua,Papua New Guinea,RAB
Vanimo,Papua New Guinea,VAI
Wapenamanda,Papua New Guinea,WBM
Alluitsup Paa,Greenland,LLU
Neerlerit Inaat,Greenland,CNP
Paamiut,Greenland,JFR
Qeqertarsuaq Airport,Greenland,JGO
Qaqortoq,Greenland,JJU
Maniitsoq,Greenland,JSU
Nanortalik,Greenland,JNN
Narsaq,Greenland,JNS
Qaanaaq,Greenland,NAQ
Sisimiut,Greenland,JHS
Upernavik,Greenland,JUV
Uummannaq,Greenland,JQA
Grímsey,Iceland,GRY
Thorshofn,Iceland,THO
Vopnafjörður,Iceland,VPN
Whistler,Canada,YWS
Anahim Lake,Canada,YAA
Williams Harbour,Canada,YWM
St. Lewis,Canada,YFX
Port Hope Simpson,Canada,YHA
Rigolet,Canada,YRG
Colville Lake,Canada,YCK
Whatì,Canada,YLE
Summer Beaver,Canada,SUR
Angling Lake,Canada,YAX
Wunnumin Lake,Canada,WNN
North Spirit Lake,Canada,YNO
Bearskin Lake,Canada,XBE
Kingfisher Lake,Canada,KIF
Ogoki Post,Canada,YOG
Poplar Hill,Canada,YHP
Chisasibi,Canada,YKU
Tête-à-la-Baleine,Canada,ZTB
La Tabatière,Canada,ZLT
Cat Lake,Canada,YAC
Fort Frances,Canada,YAG
Kasabonika,Canada,XKS
Kangirsuk,Canada,YKG
Attawapiskat,Canada,YAT
Lac Du Bonnet,Canada,\N
Uranium City,Canada,YBE
Lourdes-De-Blanc-Sablon,Canada,YBX
Cartwright,Canada,YRF
Chesterfield Inlet,Canada,YCS
Nain,Canada,YDP
Fort Severn,Canada,YER
Fort Albany,Canada,YFA
Fort Hope,Canada,YFH
Makkovik,Canada,YMN
Texada,Canada,YGB
Gods Lake Narrows,Canada,YGO
Igloolik,Canada,YGT
Kuujjuarapik,Canada,YGW
Gillam,Canada,YGX
Grise Fiord,Canada,YGZ
Quaqtaq,Canada,YQC
Vancouver,Canada,CXH
Nemiscau,Canada,YNS
Hopedale,Canada,YHO
Chevery,Canada,YHR
Ivujivik,Canada,YIK
Island Lake,Canada,YIV
Akulivik,Canada,AKV
Waskaganish,Canada,YKQ
Aupaluk,Canada,YPJ
Kimmirut,Canada,YLC
Lansdowne House,Canada,YLH
Lutselk'e,Canada,\N
Kangiqsualujjuaq,Canada,XGR
Mary's Harbour,Canada,YMH
Chibougamau,Canada,YMT
Umiujaq,Canada,YUD
Wemindji,Canada,YNC
Norway House,Canada,YNE
Points North Landing,Canada,YNL
Oxford House,Canada,YOH
Inukjuak,Canada,YPH
Pikangikum,Canada,YPM
Peawanuck,Canada,YPO
Powell River,Canada,YPW
The Pas,Canada,YQD
Nakina,Canada,YQN
Gamètì,Canada,YRA
Red Lake,Canada,YRL
Stony Rapids,Canada,YSF
Sanikiluaq,Canada,YSK
St. Theresa Point,Canada,YST
Big Trout Lake,Canada,YTL
Deer Lake,Canada,YVZ
Webequie,Canada,YWP
Whale Cove,Canada,YXN
Salluit,Canada,YZG
York Landing,Canada,ZAC
Ilford,Canada,ILF
Bathurst,Canada,ZBF
Eastmain River,Canada,ZEM
Fond-Du-Lac,Canada,ZFD
Gods River,Canada,ZGI
Swan River,Canada,ZJN
Kashechewan,Canada,ZKE
Muskrat Dam,Canada,MSA
Masset,Canada,ZMT
Sachigo Lake,Canada,ZPB
Round Lake,Canada,ZRJ
Sandy Lake,Canada,ZSJ
Shamattawa,Canada,ZTM
Churchill Falls,Canada,ZUM
Wollaston Lake,Canada,ZWL
Batna,Algeria,BLJ
Béchar,Algeria,CBH
Bordj Badji Mokhtar,Algeria,BMW
Guemar,Algeria,ELU
Kumasi,Ghana,KMS
Heringsdorf,Germany,HDF
Büsum,Germany,HEI
Helgoland,Germany,HGL
Seinäjoki / Ilmajoki,Finland,SJY
Nottingham,United Kingdom,NQT
"Doncaster, Sheffield",United Kingdom,DSA
Campbeltown,United Kingdom,CAL
Eday,United Kingdom,EOI
Fair Isle,United Kingdom,FIE
North Ronaldsay,United Kingdom,NRL
Papa Westray,United Kingdom,PPW
Stronsay,United Kingdom,SOY
Sanday,United Kingdom,NDY
Lerwick,United Kingdom,LWK
Westray,United Kingdom,WRY
Land's End,United Kingdom,LEQ
Penzance,United Kingdom,PZE
Angelsey,United Kingdom,VLY
Barra,United Kingdom,BRR
Dongloe,Ireland,CFN
Leixlip,Ireland,\N
Sindal,Denmark,CNL
Leknes,Norway,LKN
Namsos,Norway,OSY
Mo i Rana,Norway,MQN
Rørvik,Norway,RVK
Røst,Norway,RET
Sandane,Norway,SDN
Sogndal,Norway,SOG
Svolvær,Norway,SVJ
Sorkjosen,Norway,SOJ
Vardø,Norway,VAW
Værøy,Norway,VRY
Bydgoszcz,Poland,BZG
Lodz,Poland,LCJ
Östersund,Sweden,OSD
Hagfors,Sweden,HFS
Karlstad,Sweden,KSD
Torsby,Sweden,TYF
Ängelholm,Sweden,AGH
Mohed,Sweden,SQO
Hemavan,Sweden,HMV
Ventspils,Latvia,VNT
Johannesburg,South Africa,QRA
Mpumalanga,South Africa,MQP
Malamala,South Africa,AAM
Mafeking,South Africa,MBD
Ghanzi,Botswana,GNZ
Orapa,Botswana,ORP
Shakawe,Botswana,SWX
Tuli Lodge,Botswana,TLD
Loubomo,Congo (Brazzaville),DIS
Chipata,Zambia,CIP
Solwesi,Zambia,\N
Moroni,Comoros,YVA
Antsalova,Madagascar,WAQ
Ankavandra,Madagascar,JVA
Belo sur Tsiribihina,Madagascar,BMD
Maintirano,Madagascar,MXT
Morafenobe,Madagascar,TVA
Tambohorano,Madagascar,WTA
Tsiroanomandidy,Madagascar,WTS
Ambatondrazaka,Madagascar,WAM
Port Bergé,Madagascar,WPB
Ambanja,Madagascar,\N
Soalala,Madagascar,DWB
Mampikony,Madagascar,WMP
Tsaratanana,Madagascar,\N
Mandritsara,Madagascar,WMA
Manja,Madagascar,MJA
Catumbela,Angola,CBT
Dundo,Angola,DUE
Ondjiva,Angola,VPE
Mocamedes,Angola,MSZ
Koulamoutou,Gabon,KOU
Mouila,Gabon,MJL
Tchibanga,Gabon,TCH
Chimoio,Mozambique,VPY
Sarh,Chad,SRH
Club Makokola,Malawi,CMK
Luderitz,Namibia,LUD
Ondangwa,Namibia,OND
Oranjemund,Namibia,OMD
Swakopmund,Namibia,SWP
Windhoek,Namibia,ERS
Boma,Congo (Kinshasa),BOA
Matadi,Congo (Kinshasa),MAT
Inongo,Congo (Kinshasa),INO
Nioki,Congo (Kinshasa),NIO
Kiri,Congo (Kinshasa),KRZ
Basankusu,Congo (Kinshasa),BSU
Tshikapa,Congo (Kinshasa),TSH
Lodja,Congo (Kinshasa),LJA
Ilebo,Congo (Kinshasa),PFR
Outer Skerries,United Kingdom,OUK
La Gomera,Spain,GMZ
Bonthe,Sierra Leone,BTE
Bo,Sierra Leone,KBS
Kenema,Sierra Leone,KEN
Bissau,Guinea-Bissau,OXB
Smara,Western Sahara,SMW
Dakhla,Western Sahara,VIL
Essadouira,Morocco,ESU
El Aaiún,Western Sahara,EUN
El Aroui,Morocco,NDR
"Praia, Santiago Island",Cape Verde,RAI
"Sao Filipe, Fogo Island",Cape Verde,SFL
Baco,Ethiopia,BCO
Beica,Ethiopia,BEI
Dessie,Ethiopia,DSE
Dembidollo,Ethiopia,DEM
Gode,Ethiopia,GDE
Gore,Ethiopia,GOR
Kabri Dehar,Ethiopia,ABK
Mizan Teferi,Ethiopia,MTF
Tippi,Ethiopia,TIE
Alula,Somalia,ALU
Bosaso,Somalia,BSA
Mogadishu,Somalia,MGQ
Galcaio,Somalia,GLK
Burao,Somalia,BUO
El Arish,Egypt,AAC
Asyut,Egypt,ATZ
Amboseli National Park,Kenya,ASV
Lokichoggio,Kenya,LKG
Malindi,Kenya,MYD
Nanyuki,Kenya,NYK
Sirt,Libya,SRX
Tobruk,Libya,TOB
Tripoli,Libya,MJI
Al Bayda',Libya,LAQ
Atbara,Sudan,ATB
Nyala,Sudan,UYL
Port Sudan,Sudan,PZU
Bukoba,Tanzania,BKZ
Kigoma,Tanzania,TKQ
Lindi,Tanzania,LDI
Musoma,Tanzania,MUZ
Shinyanga,Tanzania,SHY
Tabora,Tanzania,TBO
Arua,Uganda,RUA
Gulu,Uganda,ULU
Diu,India,DIU
Aberdeen,United States,ABR
Albany,United States,ABY
Athens,United States,AHN
Alamogordo,United States,ALM
Waterloo,United States,ALO
Walla Walla,United States,ALW
Alpena,United States,APN
Watertown,United States,ATY
Bradford,United States,BFD
Scottsbluff,United States,BFF
Beckley,United States,BKW
Brunswick,United States,BQK
Burlington,United States,BRL
Crescent City,United States,CEC
Cape Girardeau,United States,CGI
Sault Ste Marie,United States,CIU
Clarksburg,United States,CKB
Port Angeles,United States,CLM
Hancock,United States,CMX
Dodge City,United States,DDC
Du Bois,United States,DUJ
Eau Claire,United States,EAU
Elko,United States,EKO
New Bedford,United States,EWB
Fayetteville,United States,FAY
Glasgow,United States,GGW
Grand Island,United States,GRI
Hot Springs,United States,HOT
Huntington,United States,HTS
Kili Island,Marshall Islands,KIO
Kirksville,United States,IRK
Jamestown,United States,JMS
Laramie,United States,LAR
Latrobe,United States,LBE
North Platte,United States,LBF
Lebanon,United States,LEB
Klamath Falls,United States,LMT
Lancaster,United States,LNS
Lewistown,United States,LWT
Lynchburg,United States,LYH
Muskegon,United States,MKG
Miles City,United States,MLS
Muscle Shoals,United States,MSL
North Bend,United States,OTH
Owensboro,United States,OWB
Hattiesburg/Laurel,United States,PIB
Pocatello,United States,PIH
Pierre,United States,PIR
Pellston,United States,PLN
Portsmouth,United States,PSM
Reading,United States,RDG
Rhinelander,United States,RHI
Rock Springs,United States,RKS
Rutland,United States,RUT
San Luis Obispo,United States,SBP
Sheridan,United States,SHR
Saranac Lake,United States,SLK
Salina,United States,SLN
Santa Maria,United States,SMX
Tupelo,United States,TUP
Quincy,United States,UIN
Victoria,United States,VCT
Valdosta,United States,VLD
Worland,United States,WRL
Yakima,United States,YKM
Nicosia,Cyprus,ECN
Logroño-Agoncillo,Spain,RJL
Île d'Yeu,France,IDY
Angers/Marcé,France,ANE
La Môle,France,LTT
Syros Island,Greece,JSY
Pécs-Pogány,Hungary,PEV
Győr,Hungary,\N
Sármellék,Hungary,SOB
Aosta,Italy,AOT
Salerno,Italy,QSR
Corvo,Portugal,CVU
Banja Luka,Bosnia and Herzegovina,BNX
Usak,Turkey,USQ
Kars,Turkey,KSY
Sanliurfa,Turkey,SFQ
Kahramanmaras,Turkey,KCM
Agri,Turkey,AJI
Adiyaman,Turkey,ADF
Isparta,Turkey,ISE
Balikesir Korfez,Turkey,EDO
Samsun,Turkey,SZF
Žilina,Slovakia,ILZ
Cockburn Town,Turks and Caicos Islands,GDT
Middle Caicos,Turks and Caicos Islands,MDS
Salt Cay,Turks and Caicos Islands,SLX
Samana,Dominican Republic,AZS
La Isabela,Dominican Republic,JBQ
Puerto Barrios,Guatemala,PBR
Quezaltenango,Guatemala,AAZ
Utirik Island,Marshall Islands,UTK
Ahuas,Honduras,AHS
Puerto Lempira,Honduras,PEU
Mili Island,Marshall Islands,MIJ
Celaya,Mexico,CYW
Ciudad Constitución,Mexico,CUA
Guerrero Negro,Mexico,GUB
Jalapa,Mexico,JAL
Chitré,Panama,CTD
Colón,Panama,ONX
Jaqué,Panama,JQE
La Palma,Panama,PLP
Roxana,Costa Rica,TTQ
Pococi,Costa Rica,BCL
Nicoya,Costa Rica,\N
Nandayure,Costa Rica,PBP
Puerto Jimenez,Costa Rica,PJM
San Jose,Costa Rica,SYQ
Playa Samara,Costa Rica,\N
Jeremie,Haiti,JEE
Port-de-Paix,Haiti,PAX
Cayo Coco,Cuba,\N
Trinidad,Cuba,TND
Andros,Bahamas,COX
Arthur's Town,Bahamas,ATC
Cat Island,Bahamas,TBI
Colonel Hill,Bahamas,CRI
Nassau,Bahamas,PID
Atiu Island,Cook Islands,AIU
Mangaia Island,Cook Islands,MGS
Manihiki Island,Cook Islands,MHX
Mauke Island,Cook Islands,MUK
Mitiaro Island,Cook Islands,MOI
Penrhyn Island,Cook Islands,PYE
Cicia,Fiji,ICI
Malolo Lailai Island,Fiji,PTF
Vunisea,Fiji,KDV
Mana Island,Fiji,MNF
Moala,Fiji,MFJ
Ngau,Fiji,NGI
Lakeba Island,Fiji,LKB
Lambasa,Fiji,LBS
Matei,Fiji,TVU
Koro Island,Fiji,KXF
Rotuma,Fiji,RTA
Savusavu,Fiji,SVU
Eua Island,Tonga,EUA
Lifuka,Tonga,HPA
"Angaha, Niuafo'ou Island",Tonga,NFO
Niuatoputapu,Tonga,NTT
Vanua Balavu,Fiji,VBV
Alofi,Niue,IUE
Futuna Island,Wallis and Futuna,FUT
Savaii Island,Samoa,MXS
Apataki,French Polynesia,APK
Ahe,French Polynesia,AHE
Hiva-oa,French Polynesia,AUQ
Ua Pou,French Polynesia,UAP
Ua Huka,French Polynesia,UAH
Ablow,Vanuatu,MTV
Sola,Vanuatu,SLH
Loh/Linua,Vanuatu,TOH
Sangafa,Vanuatu,EAE
Craig Cove,Vanuatu,CCV
Longana,Vanuatu,LOD
Pentecost Island,Vanuatu,SSR
Paama Island,Vanuatu,PBJ
Lamap,Vanuatu,LPM
Lamen Bay,Vanuatu,LNB
Maewo Island,Vanuatu,MWF
Lonorore,Vanuatu,LNE
Norsup,Vanuatu,NUS
Gaua Island,Vanuatu,ZGU
Redcliffe,Vanuatu,RCL
Santo,Vanuatu,SON
Tongoa Island,Vanuatu,TGH
Ambryn Island,Vanuatu,ULB
Valesdir,Vanuatu,VLS
Malekula Island,Vanuatu,SWJ
Olpoi,Vanuatu,OLJ
Anelghowhat,Vanuatu,AUY
Aniwa,Vanuatu,AWD
Dillon's Bay,Vanuatu,DLY
Futuna Island,Vanuatu,FTA
Ipota,Vanuatu,IPA
Tiga,New Caledonia,TGJ
Waala,New Caledonia,BMY
Île des Pins,New Caledonia,ILP
Faizabad,Afghanistan,FBD
Dawadmi,Saudi Arabia,\N
Al-Jawf,Saudi Arabia,AJF
Wadi-al-dawasir,Saudi Arabia,WAE
Khorram Abad,Iran,KHD
Bam,Iran,BXR
Rafsanjan,Iran,RJN
Bojnourd,Iran,BJB
Sabzevar,Iran,AFZ
Noshahr,Iran,NSH
Dasht-e-naz,Iran,SRY
Lar,Iran,LRR
Ardabil,Iran,ADU
Uromiyeh,Iran,OMH
Al Ain,United Arab Emirates,AAN
Bannu,Pakistan,BNP
Bahawalpur,Pakistan,BHV
Chitral,Pakistan,CJL
Dalbandin,Pakistan,DBA
Dera Ghazi Khan,Pakistan,DEA
Dera Ismael Khan,Pakistan,DSK
Jiwani,Pakistan,JIW
Hyderabad,Pakistan,HDD
Khuzdar,Pakistan,KDD
Ormara Raik,Pakistan,ORW
Parachinar,Pakistan,PAJ
Skardu,Pakistan,KDU
Sehwan Sharif,Pakistan,SYW
Turbat,Pakistan,TUK
Sulaymaniyah,Iraq,ISU
Kamishly,Syria,KAC
Sayun Intl,Yemen,GXF
Adak Island,United States,ADK
Gustavus,United States,GST
Skagway,United States,SGY
Holy Cross,United States,HCR
Haines,United States,HNS
Kalskag,United States,KLG
Mcgrath,United States,MCG
Mountain Village,United States,MOU
Aniak,United States,ANI
Chevak,United States,VAK
Wrangell,United States,WRG
Balimo,Papua New Guinea,OPU
Baimuru,Papua New Guinea,VMU
Molokai,United States,LUP
Eniwetok Atoll,Marshall Islands,ENT
Matsu Islands,Taiwan,LZN
Hengchun,Taiwan,HCN
Matsu Islands,Taiwan,MFK
Kushiro,Japan,KUH
Sapporo,Japan,OKD
Saga,Japan,HSG
Nagoya,Japan,NKM
Iwami,Japan,IWJ
Fukushima,Japan,FKS
Odate Noshiro,Japan,ONJ
Shonai,Japan,SYO
Miyakejima,Japan,MYE
Kunsan,South Korea,KUV
Mokpo,South Korea,MPK
Wonju,South Korea,WJU
Sokcho / Gangneung,South Korea,YNY
Sacheon,South Korea,HIN
Chongju,South Korea,CJJ
Olongapo City,Philippines,SFS
Cuyo,Philippines,CYU
General Santos City,Philippines,\N
Camiguin,Philippines,CGM
Jolo,Philippines,JOL
Sanga Sanga,Philippines,TWT
Sangley Point,Philippines,SUG
Tandag,Philippines,TDG
Naga,Philippines,WNP
Basco,Philippines,BSO
San Fernando,Philippines,SFE
Tuguegarao,Philippines,TUG
Virac,Philippines,VRC
Calbayog City,Philippines,CYP
Catarman,Philippines,CRM
Masbate,Philippines,MBT
Roxas City,Philippines,RXS
Tartagal,Argentina,TTG
Las Heras,Argentina,LHS
San Antonio Oeste,Argentina,OES
El Calafate,Argentina,ING
Gobernador Gregores,Argentina,GGS
Santa Teresita,Argentina,SST
Necochea,Argentina,NEC
Juazeiro Do Norte,Brazil,JDO
Lençóis,Brazil,LEC
Macaé,Brazil,MEA
Marília,Brazil,MII
Vitória Da Conquista,Brazil,VDC
Santa Maria,Brazil,RIA
Toledo,Brazil,TOW
El Salvador,Chile,ESR
Pucon,Chile,ZPC
Sorocaba,Brazil,SOD
San Cristóbal,Ecuador,SCY
La Toma (Catamayo),Ecuador,LOH
Esmeraldas,Ecuador,ESM
Stanley,Falkland Islands,PSY
Cartago,Colombia,CRC
Garzón,Colombia,\N
Puerto Leguízamo,Colombia,LQM
La Pedrera,Colombia,LPD
Nuquí,Colombia,NQU
Puerto Inírida,Colombia,PDA
Yopal,Colombia,EYP
Guayaramerín,Bolivia,GYA
Puerto Rico/Manuripi,Bolivia,PUR
Riberalta,Bolivia,RIB
Reyes,Bolivia,REY
San Borja,Bolivia,SRJ
Paramaribo,Suriname,ORG
Mucuri,Brazil,MVS
Caballococha,Peru,\N
Cajamarca,Peru,CJA
Huánuco,Peru,HUU
Nazca,Peru,NZC
Santa Rosa,Brazil,SRA
Maldonado,Uruguay,\N
Maracay,Venezuela,MYC
El Vigía,Venezuela,VIG
Ji-Paraná,Brazil,JPR
Codrington,Antigua and Barbuda,BBQ
Grande Anse,Guadeloupe,DSD
Basse Terre,Guadeloupe,BBR
St-François,Guadeloupe,SFC
Grand Bourg,Guadeloupe,GBJ
Charlestown,Saint Kitts and Nevis,NEV
Spanish Town,British Virgin Islands,VIJ
Bequia,Saint Vincent and the Grenadines,BQU
Union Island,Saint Vincent and the Grenadines,UNI
Kokshetau,Kazakhstan,KOV
Petropavlosk,Kazakhstan,PPK
Zhezkazgan,Kazakhstan,DZN
Ust Kamenogorsk,Kazakhstan,UKK
Kostanay,Kazakhstan,KSN
Ganja,Azerbaijan,KVD
Nakhchivan,Azerbaijan,NAJ
Neryungri,Russia,NER
Yakutia,Russia,PYJ
Chokurdah,Russia,CKH
Cherskiy,Russia,CYX
Tiksi,Russia,IKS
Komsomolsk-on-Amur,Russia,KXK
Anadyr,Russia,DYR
Okhotsk,Russia,OHO
Ujae Atoll,Marshall Islands,UJE
Mariupol International,Ukraine,MPW
Lugansk,Ukraine,VSG
Zaporozhye,Ukraine,OZH
Krivoy Rog,Ukraine,KWG
Kharkov,Ukraine,HRK
Ivano-Frankivsk,Ukraine,IFO
Chernovtsk,Ukraine,CWC
Rivne,Ukraine,RWN
Uzhgorod,Ukraine,UDJ
Solovetsky Islands,Russia,CSH
Cherepovets,Russia,CEE
Amderma,Russia,AMV
Kotlas,Russia,KSZ
Petrozavodsk,Russia,PES
Hrodna,Belarus,GNA
Mogilev,Belarus,MVQ
Yeniseysk,Russia,EIE
Kyzyl,Russia,KYZ
Novokuznetsk,Russia,NOZ
Khatanga,Russia,HTG
Igarka,Russia,IAA
Grozny,Russia,\N
Nalchik,Russia,NAL
Beslan,Russia,OGZ
Elista,Russia,ESL
Aleknagik,United States,WKK
Bluefield,United States,BLF
Greenville,United States,GLH
Pasco,United States,PSC
Akutan,United States,KQA
Lopez,United States,LPS
Salekhard,Russia,SLY
Khanty-Mansiysk,Russia,HMA
Nyagan,Russia,NYA
Sovetskiy,Russia,OVS
Izhevsk,Russia,IJK
Kirov,Russia,KVX
Nadym,Russia,NYM
Raduzhnyi,Russia,RAT
Nefteyugansk,Russia,NFG
Kurgan,Russia,KRO
Khudzhand,Tajikistan,LBD
Andizhan,Uzbekistan,AZN
